kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,jumlah_penduduk_miskin,persen_penduduk_miskin,indeks_p1,indeks_p2,garis_kemiskinan
19,Prov. Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,2007,9600,6.85,0.52,0.09,234580
19,Prov. Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,2008,8200,5.74,1.05,0.3,262302
19,Prov. Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,2009,8400,5.79,0.92,0.22,303694
19,Prov. Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,2010,10600,6.02,0.92,0.21,334337
21,Prov. Kepulauan Riau,2101,Kab. Karimun,2007,19400,8.69,0.88,0.18,174936
21,Prov. Kepulauan Riau,2101,Kab. Karimun,2008,20900,7.29,1.15,0.34,236708
21,Prov. Kepulauan Riau,2101,Kab. Karimun,2009,15500,6.48,0.81,0.17,237250
21,Prov. Kepulauan Riau,2101,Kab. Karimun,2010,15400,7.21,0.85,0.14,254789
21,Prov. Kepulauan Riau,2102,Kab. Bintan,2007,14700,11.73,1.85,0.44,208350
21,Prov. Kepulauan Riau,2102,Kab. Bintan,2008,13600,7.61,0.79,0.16,251976
21,Prov. Kepulauan Riau,2102,Kab. Bintan,2009,9200,7.01,1.23,0.31,260143
21,Prov. Kepulauan Riau,2102,Kab. Bintan,2010,10500,7.33,1.34,0.39,274721
21,Prov. Kepulauan Riau,2103,Kab. Natuna,2007,8400,8.74,1.34,0.39,127742
21,Prov. Kepulauan Riau,2103,Kab. Natuna,2008,9000,4.83,1.4,0.46,172104
21,Prov. Kepulauan Riau,2103,Kab. Natuna,2009,4400,4.35,0.57,0.11,205825
21,Prov. Kepulauan Riau,2103,Kab. Natuna,2010,3400,4.83,0.71,0.17,217359
21,Prov. Kepulauan Riau,2104,Kab. Lingga,2007,26900,30.06,5.94,1.87,237538
21,Prov. Kepulauan Riau,2104,Kab. Lingga,2008,28800,18.19,4.73,1.53,282552
21,Prov. Kepulauan Riau,2104,Kab. Lingga,2009,15400,16.36,2.78,0.77,289115
21,Prov. Kepulauan Riau,2104,Kab. Lingga,2010,13600,15.81,3.16,1,310489
21,Prov. Kepulauan Riau,2105,Kab. Kepulauan Anambas,2010,1800,4.8,0.81,0.2,245079
21,Prov. Kepulauan Riau,2171,Kota Batam,2007,55300,8,2.04,0.96,255845
21,Prov. Kepulauan Riau,2171,Kota Batam,2008,41400,7.22,1.42,0.36,316740
21,Prov. Kepulauan Riau,2171,Kota Batam,2009,54800,6.76,1.55,0.52,374186
21,Prov. Kepulauan Riau,2171,Kota Batam,2010,69700,7.26,1.06,0.25,401849
21,Prov. Kepulauan Riau,2172,Kota Tanjung Pinang,2007,23700,12.92,2.79,0.98,294233
21,Prov. Kepulauan Riau,2172,Kota Tanjung Pinang,2008,18100,14.3,4.14,1.31,363831
21,Prov. Kepulauan Riau,2172,Kota Tanjung Pinang,2009,26000,13.42,2.56,0.75,412718
21,Prov. Kepulauan Riau,2172,Kota Tanjung Pinang,2010,23800,12.6,2.58,0.92,435847
31,Prov. DKI Jakarta,3101,Kab. Kepulauan Seribu,2007,2900,15.12,2.48,0.53,292173
31,Prov. DKI Jakarta,3101,Kab. Kepulauan Seribu,2008,2600,13.56,2.05,0.44,314358
31,Prov. DKI Jakarta,3101,Kab. Kepulauan Seribu,2009,2400,12.66,1.71,0.42,345993
31,Prov. DKI Jakarta,3101,Kab. Kepulauan Seribu,2010,2700,13.01,0.91,0.17,368913
31,Prov. DKI Jakarta,3171,Kab. Kodya Jakarta Selatan,2007,76300,3.74,0.81,0.27,293628
31,Prov. DKI Jakarta,3171,Kab. Kodya Jakarta Selatan,2008,71100,3.41,0.64,0.15,334173
31,Prov. DKI Jakarta,3171,Kab. Kodya Jakarta Selatan,2009,73700,3.52,0.43,0.09,372659
31,Prov. DKI Jakarta,3171,Kab. Kodya Jakarta Selatan,2010,78600,3.81,0.67,0.18,397415
31,Prov. DKI Jakarta,3172,Kab. Kodya Jakarta Timur,2007,94600,4.02,0.65,0.17,248622
31,Prov. DKI Jakarta,3172,Kab. Kodya Jakarta Timur,2008,79800,3.39,0.48,0.12,303390
31,Prov. DKI Jakarta,3172,Kab. Kodya Jakarta Timur,2009,81200,3.42,0.49,0.11,305674
31,Prov. DKI Jakarta,3172,Kab. Kodya Jakarta Timur,2010,91700,3.41,0.41,0.07,325980
31,Prov. DKI Jakarta,3173,Kab. Kodya Jakarta Pusat,2007,34500,3.99,1.01,0.31,230452
31,Prov. DKI Jakarta,3173,Kab. Kodya Jakarta Pusat,2008,31000,3.58,0.44,0.09,262251
31,Prov. DKI Jakarta,3173,Kab. Kodya Jakarta Pusat,2009,32100,3.68,0.67,0.19,322184
31,Prov. DKI Jakarta,3173,Kab. Kodya Jakarta Pusat,2010,35700,3.97,0.85,0.31,343587
31,Prov. DKI Jakarta,3174,Kab. Kodya Jakarta Barat,2007,85200,4.04,0.44,0.08,232735
31,Prov. DKI Jakarta,3174,Kab. Kodya Jakarta Barat,2008,72900,3.41,0.49,0.1,275759
31,Prov. DKI Jakarta,3174,Kab. Kodya Jakarta Barat,2009,74000,3.44,0.36,0.06,300134
31,Prov. DKI Jakarta,3174,Kab. Kodya Jakarta Barat,2010,87200,3.81,0.62,0.18,320072
31,Prov. DKI Jakarta,3175,Kab. Kodya Jakarta Utara,2007,112200,7.95,1.2,0.28,240830
31,Prov. DKI Jakarta,3175,Kab. Kodya Jakarta Utara,2008,85200,6.02,0.87,0.2,292656
31,Prov. DKI Jakarta,3175,Kab. Kodya Jakarta Utara,2009,76200,5.34,0.85,0.25,296947
31,Prov. DKI Jakarta,3175,Kab. Kodya Jakarta Utara,2010,92700,5.62,0.92,0.26,316673
32,Prov. Jawa Barat,3201,Kab. Bogor,2007,519500,13.1,2.53,0.71,152483
32,Prov. Jawa Barat,3201,Kab. Bogor,2008,491400,12.11,3.23,1.04,173281
32,Prov. Jawa Barat,3201,Kab. Bogor,2009,446000,10.81,1.69,0.38,197319
32,Prov. Jawa Barat,3201,Kab. Bogor,2010,477200,9.97,1.67,0.43,214338
32,Prov. Jawa Barat,3202,Kab. Sukabumi,2007,352300,15.98,3,0.85,145733
32,Prov. Jawa Barat,3202,Kab. Sukabumi,2008,296400,13.26,3.23,0.95,157804
32,Prov. Jawa Barat,3202,Kab. Sukabumi,2009,265500,11.78,1.51,0.31,174793
32,Prov. Jawa Barat,3202,Kab. Sukabumi,2010,249600,10.65,1.38,0.3,184127
32,Prov. Jawa Barat,3203,Kab. Cianjur,2007,394600,18.49,2.38,0.46,152748
32,Prov. Jawa Barat,3203,Kab. Cianjur,2008,334300,15.38,3.55,1.17,162645
32,Prov. Jawa Barat,3203,Kab. Cianjur,2009,311100,14.14,1.66,0.32,192176
32,Prov. Jawa Barat,3203,Kab. Cianjur,2010,311000,14.32,1.85,0.38,202438
32,Prov. Jawa Barat,3204,Kab. Bandung,2007,365300,13.14,2.12,0.52,167065
32,Prov. Jawa Barat,3204,Kab. Bandung,2008,267100,9.42,2.27,0.71,189998
32,Prov. Jawa Barat,3204,Kab. Bandung,2009,238800,8.29,1.14,0.26,203702
32,Prov. Jawa Barat,3204,Kab. Bandung,2010,296300,9.29,1.14,0.24,217452
32,Prov. Jawa Barat,3205,Kab. Garut,2007,435500,19.31,2.66,0.56,134031
32,Prov. Jawa Barat,3205,Kab. Garut,2008,410600,17.87,4.24,1.22,154245
32,Prov. Jawa Barat,3205,Kab. Garut,2009,365400,15.7,2.17,0.46,167190
32,Prov. Jawa Barat,3205,Kab. Garut,2010,335600,13.94,1.8,0.34,180406
32,Prov. Jawa Barat,3206,Kab. Tasikmalaya,2007,302400,18.15,2.8,0.71,138129
32,Prov. Jawa Barat,3206,Kab. Tasikmalaya,2008,250200,14.7,3.26,0.92,137271
32,Prov. Jawa Barat,3206,Kab. Tasikmalaya,2009,233200,13.5,2.14,0.62,172491
32,Prov. Jawa Barat,3206,Kab. Tasikmalaya,2010,214600,12.78,1.7,0.36,186126
32,Prov. Jawa Barat,3207,Kab. Ciamis,2007,213100,13.94,2.23,0.51,165414
32,Prov. Jawa Barat,3207,Kab. Ciamis,2008,190500,12.32,2.22,0.52,163495
32,Prov. Jawa Barat,3207,Kab. Ciamis,2009,174500,11.23,1.88,0.52,193652
32,Prov. Jawa Barat,3207,Kab. Ciamis,2010,158500,10.34,1.62,0.4,208960
32,Prov. Jawa Barat,3208,Kab. Kuningan,2007,187700,17.58,2.87,0.87,163317
32,Prov. Jawa Barat,3208,Kab. Kuningan,2008,182000,16.75,2.9,0.75,160274
32,Prov. Jawa Barat,3208,Kab. Kuningan,2009,174800,15.91,1.97,0.43,183795
32,Prov. Jawa Barat,3208,Kab. Kuningan,2010,152400,14.68,1.75,0.34,200171
32,Prov. Jawa Barat,3209,Kab. Cirebon,2007,398000,19.07,4.49,1.64,170979
32,Prov. Jawa Barat,3209,Kab. Cirebon,2008,429700,20.25,3.27,0.79,199046
32,Prov. Jawa Barat,3209,Kab. Cirebon,2009,390500,18.22,3.05,0.81,211501
32,Prov. Jawa Barat,3209,Kab. Cirebon,2010,333300,16.12,2.45,0.58,230346
32,Prov. Jawa Barat,3210,Kab. Majalengka,2007,234400,19.77,3.08,0.7,210295
32,Prov. Jawa Barat,3210,Kab. Majalengka,2008,225700,18.79,5.7,1.86,210526
32,Prov. Jawa Barat,3210,Kab. Majalengka,2009,207200,17.12,2.19,0.48,241830
32,Prov. Jawa Barat,3210,Kab. Majalengka,2010,181100,15.51,2.55,0.67,263377
32,Prov. Jawa Barat,3211,Kab. Sumedang,2007,161800,15.63,2.5,0.62,184226
32,Prov. Jawa Barat,3211,Kab. Sumedang,2008,159700,15.18,2.97,0.8,186166
32,Prov. Jawa Barat,3211,Kab. Sumedang,2009,145300,13.69,2.28,0.63,216053
32,Prov. Jawa Barat,3211,Kab. Sumedang,2010,141400,12.94,1.93,0.47,230637
32,Prov. Jawa Barat,3212,Kab. Indramayu,2007,361700,20.96,2.97,0.66,194069
32,Prov. Jawa Barat,3212,Kab. Indramayu,2008,347000,19.75,6.44,2.22,212616
32,Prov. Jawa Barat,3212,Kab. Indramayu,2009,319500,17.99,2.32,0.46,242931
32,Prov. Jawa Barat,3212,Kab. Indramayu,2010,276000,16.58,2.24,0.51,264576
32,Prov. Jawa Barat,3213,Kab. Subang,2007,235800,16.84,2.53,0.62,197500
32,Prov. Jawa Barat,3213,Kab. Subang,2008,215000,15.15,3.29,0.82,184075
32,Prov. Jawa Barat,3213,Kab. Subang,2009,201800,14.13,2.61,0.79,219956
32,Prov. Jawa Barat,3213,Kab. Subang,2010,198300,13.54,2.22,0.52,234803
32,Prov. Jawa Barat,3214,Kab. Purwakarta,2007,114500,14.7,2.58,0.7,177322
32,Prov. Jawa Barat,3214,Kab. Purwakarta,2008,92500,11.61,2.08,0.56,173986
32,Prov. Jawa Barat,3214,Kab. Purwakarta,2009,84700,10.48,1.74,0.43,211820
32,Prov. Jawa Barat,3214,Kab. Purwakarta,2010,90300,10.57,1.99,0.55,226118
32,Prov. Jawa Barat,3215,Kab. Karawang,2007,294400,14.83,2.29,0.59,190712
32,Prov. Jawa Barat,3215,Kab. Karawang,2008,283400,14,2.34,0.48,187037
32,Prov. Jawa Barat,3215,Kab. Karawang,2009,264800,12.9,2.19,0.58,239832
32,Prov. Jawa Barat,3215,Kab. Karawang,2010,260300,12.21,2.46,0.78,266597
32,Prov. Jawa Barat,3216,Kab. Bekasi,2007,141700,6.66,1.19,0.35,185900
32,Prov. Jawa Barat,3216,Kab. Bekasi,2008,130400,5.89,1.19,0.3,191737
32,Prov. Jawa Barat,3216,Kab. Bekasi,2009,136700,5.97,0.85,0.2,244603
32,Prov. Jawa Barat,3216,Kab. Bekasi,2010,161800,6.11,0.88,0.18,271901
32,Prov. Jawa Barat,3217,Kab. Bandung Barat,2007,261700,18.7,3.73,1.05,147512
32,Prov. Jawa Barat,3217,Kab. Bandung Barat,2008,251700,17.61,4.24,1.31,167326
32,Prov. Jawa Barat,3217,Kab. Bandung Barat,2009,232700,16.03,2.94,0.85,202705
32,Prov. Jawa Barat,3217,Kab. Bandung Barat,2010,222900,14.68,2.4,0.57,216388
32,Prov. Jawa Barat,3271,Kota Bogor,2007,91400,9.47,1.66,0.47,200888
32,Prov. Jawa Barat,3271,Kota Bogor,2008,97700,9.72,1.73,0.47,223218
32,Prov. Jawa Barat,3271,Kota Bogor,2009,91700,8.82,1.23,0.29,256414
32,Prov. Jawa Barat,3271,Kota Bogor,2010,90200,9.47,1.6,0.48,278530
32,Prov. Jawa Barat,3272,Kota Sukabumi,2007,22600,7.26,0.94,0.18,208913
32,Prov. Jawa Barat,3272,Kota Sukabumi,2008,33600,10.41,2.01,0.49,253697
32,Prov. Jawa Barat,3272,Kota Sukabumi,2009,30400,9.16,1.94,0.62,269925
32,Prov. Jawa Barat,3272,Kota Sukabumi,2010,27700,9.24,1.51,0.52,284339
32,Prov. Jawa Barat,3273,Kota Bandung,2007,87200,3.68,0.66,0.18,181142
32,Prov. Jawa Barat,3273,Kota Bandung,2008,106800,4.42,0.78,0.22,209171
32,Prov. Jawa Barat,3273,Kota Bandung,2009,110300,4.5,0.55,0.11,262093
32,Prov. Jawa Barat,3273,Kota Bandung,2010,118600,4.95,0.98,0.29,279784
32,Prov. Jawa Barat,3274,Kota Cirebon,2007,28300,8.7,1.61,0.43,166309
32,Prov. Jawa Barat,3274,Kota Cirebon,2008,47400,14.11,2.31,0.73,202383
32,Prov. Jawa Barat,3274,Kota Cirebon,2009,45000,13.06,2.83,0.88,230810
32,Prov. Jawa Barat,3274,Kota Cirebon,2010,35500,12,2.12,0.51,251375
32,Prov. Jawa Barat,3275,Kota Bekasi,2007,106900,4.97,0.97,0.31,233535
32,Prov. Jawa Barat,3275,Kota Bekasi,2008,142300,6.36,1.57,0.43,265446
32,Prov. Jawa Barat,3275,Kota Bekasi,2009,134200,5.78,0.91,0.24,299432
32,Prov. Jawa Barat,3275,Kota Bekasi,2010,148000,6.3,1.18,0.39,332849
32,Prov. Jawa Barat,3276,Kota Depok,2007,35900,2.42,0.31,0.09,238774
32,Prov. Jawa Barat,3276,Kota Depok,2008,41700,2.69,0.64,0.16,269527
32,Prov. Jawa Barat,3276,Kota Depok,2009,47100,2.93,0.32,0.05,283218
32,Prov. Jawa Barat,3276,Kota Depok,2010,49600,2.84,0.51,0.14,310279
32,Prov. Jawa Barat,3277,Kota Cimahi,2007,43700,7.33,1.23,0.35,216894
32,Prov. Jawa Barat,3277,Kota Cimahi,2008,52300,8.35,1.8,0.47,258213
32,Prov. Jawa Barat,3277,Kota Cimahi,2009,46400,7.1,1.21,0.29,262440
32,Prov. Jawa Barat,3277,Kota Cimahi,2010,40100,7.4,1.42,0.42,280155
32,Prov. Jawa Barat,3278,Kota Tasikmalaya,2007,54500,9.3,1.44,0.36,162362
32,Prov. Jawa Barat,3278,Kota Tasikmalaya,2008,154500,26.08,5.02,1.39,221105
32,Prov. Jawa Barat,3278,Kota Tasikmalaya,2009,140100,23.55,4.57,1.36,248897
32,Prov. Jawa Barat,3278,Kota Tasikmalaya,2010,131600,20.71,4.11,1.17,263177
32,Prov. Jawa Barat,3279,Kota Banjar,2007,12900,7.86,1.22,0.28,120736
32,Prov. Jawa Barat,3279,Kota Banjar,2008,15700,9.31,3.28,1.34,162152
32,Prov. Jawa Barat,3279,Kota Banjar,2009,14600,8.64,0.86,0.15,179144
32,Prov. Jawa Barat,3279,Kota Banjar,2010,14900,8.47,1.21,0.25,193305
33,Prov. Jawa Tengah,3301,Kab. Cilacap,2007,363600,22.59,3.48,0.76,141840
33,Prov. Jawa Tengah,3301,Kab. Cilacap,2008,343900,21.4,4.67,1.35,161646
33,Prov. Jawa Tengah,3301,Kab. Cilacap,2009,318800,19.88,2.76,0.6,191167
33,Prov. Jawa Tengah,3301,Kab. Cilacap,2010,297200,18.11,3.04,0.81,206714
33,Prov. Jawa Tengah,3302,Kab. Banyumas,2007,333000,22.46,3.25,0.73,164111
33,Prov. Jawa Tengah,3302,Kab. Banyumas,2008,340700,22.93,3.95,0.93,109735
33,Prov. Jawa Tengah,3302,Kab. Banyumas,2009,319800,21.52,3.21,0.75,208583
33,Prov. Jawa Tengah,3302,Kab. Banyumas,2010,314200,20.2,3.56,0.99,225546
33,Prov. Jawa Tengah,3303,Kab. Purbalingga,2007,246300,30.24,5.69,1.6,148735
33,Prov. Jawa Tengah,3303,Kab. Purbalingga,2008,221900,27.12,5.4,1.49,164046
33,Prov. Jawa Tengah,3303,Kab. Purbalingga,2009,205000,24.97,4.6,1.27,194529
33,Prov. Jawa Tengah,3303,Kab. Purbalingga,2010,209000,24.58,4,1.08,210349
33,Prov. Jawa Tengah,3304,Kab. Banjarnegara,2007,232900,27.18,4.83,1.33,146531
33,Prov. Jawa Tengah,3304,Kab. Banjarnegara,2008,200600,23.34,5.75,1.72,158702
33,Prov. Jawa Tengah,3304,Kab. Banjarnegara,2009,184000,21.36,3.42,0.85,160345
33,Prov. Jawa Tengah,3304,Kab. Banjarnegara,2010,166700,19.17,3.34,0.92,173385
33,Prov. Jawa Tengah,3305,Kab. Kebumen,2007,362400,30.25,4.77,1.15,162301
33,Prov. Jawa Tengah,3305,Kab. Kebumen,2008,334900,27.87,7.05,2.05,188042
33,Prov. Jawa Tengah,3305,Kab. Kebumen,2009,309600,25.73,4.87,1.34,195589
33,Prov. Jawa Tengah,3305,Kab. Kebumen,2010,263100,22.7,3.68,0.92,211495
33,Prov. Jawa Tengah,3306,Kab. Purworejo,2007,146000,20.49,2.85,0.58,148607
33,Prov. Jawa Tengah,3306,Kab. Purworejo,2008,130000,18.22,4.17,1.21,156632
33,Prov. Jawa Tengah,3306,Kab. Purworejo,2009,121400,17.02,2.47,0.59,194292
33,Prov. Jawa Tengah,3306,Kab. Purworejo,2010,115300,16.61,2.67,0.65,211400
33,Prov. Jawa Tengah,3307,Kab. Wonosobo,2007,241400,32.29,6.44,2.01,144809
33,Prov. Jawa Tengah,3307,Kab. Wonosobo,2008,207500,27.72,8.07,2.86,147687
33,Prov. Jawa Tengah,3307,Kab. Wonosobo,2009,194000,25.91,5.14,1.54,187932
33,Prov. Jawa Tengah,3307,Kab. Wonosobo,2010,174800,23.15,3.96,1.09,203216
33,Prov. Jawa Tengah,3308,Kab. Magelang,2007,200100,17.37,2.55,0.59,126638
33,Prov. Jawa Tengah,3308,Kab. Magelang,2008,190800,16.49,5.01,1.69,149910
33,Prov. Jawa Tengah,3308,Kab. Magelang,2009,176500,15.19,1.99,0.41,169158
33,Prov. Jawa Tengah,3308,Kab. Magelang,2010,167300,14.14,2.05,0.46,184053
33,Prov. Jawa Tengah,3309,Kab. Boyolali,2007,167000,18.06,2.64,0.55,152169
33,Prov. Jawa Tengah,3309,Kab. Boyolali,2008,158400,17.08,3.64,1.01,161660
33,Prov. Jawa Tengah,3309,Kab. Boyolali,2009,148200,15.96,2.36,0.59,195538
33,Prov. Jawa Tengah,3309,Kab. Boyolali,2010,127800,13.72,2.34,0.71,209495
33,Prov. Jawa Tengah,3310,Kab. Klaten,2007,249100,22.27,3.71,0.98,203205
33,Prov. Jawa Tengah,3310,Kab. Klaten,2008,243100,21.72,7.09,2.5,240551
33,Prov. Jawa Tengah,3310,Kab. Klaten,2009,220200,19.68,3.12,0.73,241608
33,Prov. Jawa Tengah,3310,Kab. Klaten,2010,197400,17.47,2.95,0.75,258854
33,Prov. Jawa Tengah,3311,Kab. Sukoharjo,2007,113800,14.02,2.03,0.46,161638
33,Prov. Jawa Tengah,3311,Kab. Sukoharjo,2008,99100,12.13,2.63,0.74,182624
33,Prov. Jawa Tengah,3311,Kab. Sukoharjo,2009,94400,11.51,1.45,0.3,211928
33,Prov. Jawa Tengah,3311,Kab. Sukoharjo,2010,90200,10.94,1.54,0.34,227055
33,Prov. Jawa Tengah,3312,Kab. Wonogiri,2007,237400,24.44,4.46,1.2,144144
33,Prov. Jawa Tengah,3312,Kab. Wonogiri,2008,201100,20.71,6.03,2.06,155000
33,Prov. Jawa Tengah,3312,Kab. Wonogiri,2009,184900,19.08,2.87,0.65,182083
33,Prov. Jawa Tengah,3312,Kab. Wonogiri,2010,145600,15.67,3.02,0.92,195080
33,Prov. Jawa Tengah,3313,Kab. Karanganyar,2007,138900,17.39,2.46,0.5,164134
33,Prov. Jawa Tengah,3313,Kab. Karanganyar,2008,125900,15.68,3.02,0.78,173222
33,Prov. Jawa Tengah,3313,Kab. Karanganyar,2009,118800,14.73,1.84,0.36,202500
33,Prov. Jawa Tengah,3313,Kab. Karanganyar,2010,113800,13.98,1.98,0.5,216954
33,Prov. Jawa Tengah,3314,Kab. Sragen,2007,180700,21.24,2.84,0.57,168185
33,Prov. Jawa Tengah,3314,Kab. Sragen,2008,177100,20.83,3.5,0.85,166014
33,Prov. Jawa Tengah,3314,Kab. Sragen,2009,167300,19.7,3.16,0.76,192530
33,Prov. Jawa Tengah,3314,Kab. Sragen,2010,149800,17.49,2.85,0.66,206273
33,Prov. Jawa Tengah,3315,Kab. Grobogan,2007,330400,25.14,3.46,0.7,163581
33,Prov. Jawa Tengah,3315,Kab. Grobogan,2008,262000,19.84,4.49,1.23,165302
33,Prov. Jawa Tengah,3315,Kab. Grobogan,2009,247500,18.68,2.5,0.55,205468
33,Prov. Jawa Tengah,3315,Kab. Grobogan,2010,233800,17.86,2.48,0.52,223560
33,Prov. Jawa Tengah,3316,Kab. Blora,2007,176800,21.46,3.02,0.66,132933
33,Prov. Jawa Tengah,3316,Kab. Blora,2008,155100,18.79,5.12,1.61,144710
33,Prov. Jawa Tengah,3316,Kab. Blora,2009,146000,17.7,2.38,0.51,174951
33,Prov. Jawa Tengah,3316,Kab. Blora,2010,135000,16.27,2.38,0.61,190356
33,Prov. Jawa Tengah,3317,Kab. Rembang,2007,174300,30.71,4.83,1.18,163449
33,Prov. Jawa Tengah,3317,Kab. Rembang,2008,154700,27.21,5.48,1.43,172010
33,Prov. Jawa Tengah,3317,Kab. Rembang,2009,147200,25.86,3.66,0.78,200216
33,Prov. Jawa Tengah,3317,Kab. Rembang,2010,138600,23.4,3.5,0.83,217846
33,Prov. Jawa Tengah,3318,Kab. Pati,2007,228800,19.79,2.47,0.52,185490
33,Prov. Jawa Tengah,3318,Kab. Pati,2008,207200,17.9,6.01,2.08,220352
33,Prov. Jawa Tengah,3318,Kab. Pati,2009,184100,15.92,2.22,0.54,224390
33,Prov. Jawa Tengah,3318,Kab. Pati,2010,172400,14.48,2.43,0.68,244149
33,Prov. Jawa Tengah,3319,Kab. Kudus,2007,82400,10.73,1.46,0.32,172683
33,Prov. Jawa Tengah,3319,Kab. Kudus,2008,97800,12.58,2.76,0.71,217005
33,Prov. Jawa Tengah,3319,Kab. Kudus,2009,84900,10.8,1.56,0.34,218411
33,Prov. Jawa Tengah,3319,Kab. Kudus,2010,70200,9.01,0.92,0.16,237643
33,Prov. Jawa Tengah,3320,Kab. Jepara,2007,111200,10.44,0.94,0.14,170338
33,Prov. Jawa Tengah,3320,Kab. Jepara,2008,119200,11.05,1.99,0.46,201625
33,Prov. Jawa Tengah,3320,Kab. Jepara,2009,104700,9.6,1.14,0.25,206549
33,Prov. Jawa Tengah,3320,Kab. Jepara,2010,111900,10.18,1.12,0.22,224737
33,Prov. Jawa Tengah,3321,Kab. Demak,2007,238900,23.5,3.65,0.85,167405
33,Prov. Jawa Tengah,3321,Kab. Demak,2008,217200,21.24,3.86,0.88,173075
33,Prov. Jawa Tengah,3321,Kab. Demak,2009,202200,19.7,3.68,1.05,210260
33,Prov. Jawa Tengah,3321,Kab. Demak,2010,198900,18.76,3.75,1.14,228774
33,Prov. Jawa Tengah,3322,Kab. Semarang,2007,110100,12.34,1.91,0.46,156597
33,Prov. Jawa Tengah,3322,Kab. Semarang,2008,102500,11.37,2.33,0.65,164333
33,Prov. Jawa Tengah,3322,Kab. Semarang,2009,96700,10.66,1.43,0.34,189612
33,Prov. Jawa Tengah,3322,Kab. Semarang,2010,97900,10.5,1.45,0.31,206308
33,Prov. Jawa Tengah,3323,Kab. Temanggung,2007,115000,16.55,1.96,0.37,129495
33,Prov. Jawa Tengah,3323,Kab. Temanggung,2008,114700,16.39,4.66,1.5,146268
33,Prov. Jawa Tengah,3323,Kab. Temanggung,2009,105800,15.05,2.58,0.76,164343
33,Prov. Jawa Tengah,3323,Kab. Temanggung,2010,95400,13.46,1.73,0.34,178814
33,Prov. Jawa Tengah,3324,Kab. Kendal,2007,192700,20.7,3.18,0.73,171598
33,Prov. Jawa Tengah,3324,Kab. Kendal,2008,168200,17.87,4.02,1.23,182113
33,Prov. Jawa Tengah,3324,Kab. Kendal,2009,152400,16.02,2.88,0.77,199020
33,Prov. Jawa Tengah,3324,Kab. Kendal,2010,130400,14.47,3.48,1.3,216545
33,Prov. Jawa Tengah,3325,Kab. Batang,2007,139800,20.79,1.9,0.35,133680
33,Prov. Jawa Tengah,3325,Kab. Batang,2008,122000,18.08,5.41,1.93,151411
33,Prov. Jawa Tengah,3325,Kab. Batang,2009,112200,16.61,2.66,0.67,155558
33,Prov. Jawa Tengah,3325,Kab. Batang,2010,103600,14.67,2.29,0.54,169256
33,Prov. Jawa Tengah,3326,Kab. Pekalongan,2007,170000,20.31,2.87,0.63,172110
33,Prov. Jawa Tengah,3326,Kab. Pekalongan,2008,164300,19.52,4.23,1.02,205028
33,Prov. Jawa Tengah,3326,Kab. Pekalongan,2009,151600,17.93,2.4,0.52,210168
33,Prov. Jawa Tengah,3326,Kab. Pekalongan,2010,136600,16.29,2.4,0.53,228674
33,Prov. Jawa Tengah,3327,Kab. Pemalang,2007,307100,22.79,3.43,0.83,160105
33,Prov. Jawa Tengah,3327,Kab. Pemalang,2008,325200,23.92,3.59,0.85,185526
33,Prov. Jawa Tengah,3327,Kab. Pemalang,2009,303700,22.17,3.98,1.08,198295
33,Prov. Jawa Tengah,3327,Kab. Pemalang,2010,251900,19.96,3.19,0.8,216365
33,Prov. Jawa Tengah,3328,Kab. Tegal,2007,258600,18.5,2.91,0.7,159988
33,Prov. Jawa Tengah,3328,Kab. Tegal,2008,220700,15.78,2.7,0.68,180878
33,Prov. Jawa Tengah,3328,Kab. Tegal,2009,195500,13.98,2.44,0.67,187048
33,Prov. Jawa Tengah,3328,Kab. Tegal,2010,182500,13.11,1.78,0.35,204093
33,Prov. Jawa Tengah,3329,Kab. Brebes,2007,492200,27.93,4.43,1.11,165893
33,Prov. Jawa Tengah,3329,Kab. Brebes,2008,459300,25.98,5.06,1.36,192162
33,Prov. Jawa Tengah,3329,Kab. Brebes,2009,432400,24.39,4.36,1.18,219119
33,Prov. Jawa Tengah,3329,Kab. Brebes,2010,398800,23.01,4.27,1.17,239086
33,Prov. Jawa Tengah,3371,Kota Magelang,2007,13000,10.01,1.48,0.35,177920
33,Prov. Jawa Tengah,3371,Kota Magelang,2008,14900,11.16,1.68,0.44,228385
33,Prov. Jawa Tengah,3371,Kota Magelang,2009,13700,10.11,1.88,0.51,237967
33,Prov. Jawa Tengah,3371,Kota Magelang,2010,12400,10.51,1.61,0.39,258921
33,Prov. Jawa Tengah,3372,Kota Surakarta,2007,69800,13.64,2.4,0.67,196959
33,Prov. Jawa Tengah,3372,Kota Surakarta,2008,83400,16.13,2.71,0.75,236751
33,Prov. Jawa Tengah,3372,Kota Surakarta,2009,78000,14.99,2.67,0.78,286158
33,Prov. Jawa Tengah,3372,Kota Surakarta,2010,69900,13.96,2.19,0.53,306584
33,Prov. Jawa Tengah,3373,Kota Salatiga,2007,15600,9.01,1.33,0.32,171722
33,Prov. Jawa Tengah,3373,Kota Salatiga,2008,14900,8.47,1.28,0.34,211260
